plot,yr,plotnum,yr.plot,205,206,208,220,222,226,238,244,254,259,303,307,308,309,317,319,331,343,346,350,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,OrBis,ChBis,bison,cattle,YrsOB,BP5Yrs,YrsSLB,burn,spring,summer,fall,slope,northness,eastness,OM,pH,SolS,logP,logCa,logFe,logMg,logK,logNa,logB,logMn,logCu,logZn,logAl,PDSIavg,SodTemp,SPI1,SPI12,SPI24,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,rain12,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,sum.rain,win.rain,spr.rain,sum.temp,win.temp,spr.temp,rain.avg,temp.avg,rich1,rich2,rich3,rich4,rich5,A.cov,P.cov,S.cov,T.cov,A.p,P.p,S.p,T.p,ForbLeg.cov,Forb.cov,Gsum.cov,G3.cov,G4.cov,Leg.cov,Wood.cov,F.p,Gsum.p,G3.p,G4.p,L.p,W.p
208,2006,208.2006,2006.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.63561644,1,1.484931507,0,0,0,0,5,-0.083989475,0.996466642,6.9,7.2,28,1,3.611829479,1.832508913,2.673941999,2.243038049,2.267171728,0.06069784,1.672097858,0.371067862,0.411619706,2.536558443,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,74,41,16.75,9.5,3.25,35,126,2,1,19,53,1,1,102,77,59,28,31,25,3,37,24,13,11,11,2
220,2006,220.2006,2006.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.6630137,1,2.257534247,0,0,0,0,4,-0.999020813,-0.044242678,6.13,7.1,24,1,3.483872454,2.117271296,2.559906625,2.117271296,1.397940009,-0.086186148,1.643452676,0.348304863,0.392696953,2.622214023,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,69,38.5,16.25,7.25,3.5,28,117,6,0,15,51,3,0,78,52,67,34,33,26,6,26,28,17,11,12,3
222,2006,222.2006,2006.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.04383562,1,0.194520548,1,1,0,0,2,-0.432177945,0.901788348,5.77,6.1,22,1.176091259,3.335858911,2.004321374,2.487138375,2.290034611,1.301029996,-0.102372909,1.602059991,0.399673721,0.530199698,2.667452953,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,81,49,20.25,9,3,35,137,4,0,19,60,2,0,104,72,68,31,37,32,4,37,27,15,12,15,2
226,2006,226.2006,2006.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10.27123288,1,0.194520548,1,1,0,0,4,-0.494898415,0.868950838,5.77,6.1,21,1.176091259,3.337658891,2.23299611,2.595496222,2.10720997,1.342422681,-0.200659451,1.361727836,0.428134794,0.649334859,2.700703717,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,76,47,23,10,4.5,17,151,9,0,10,63,4,0,106,63,63,27,36,43,8,30,26,14,12,18,3
238,2006,238.2006,2006.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7.317808219,2,1.495890411,0,0,0,0,5,-0.903692205,-0.428182669,4.01,6.3,21,1.079181246,3.259832699,2.161368002,2.311753861,2,1.278753601,-0.124938737,1.278753601,0.152288344,0.462397998,2.650307523,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,80,50.75,27.25,12.25,4,43,124,2,0,22,57,1,0,98,78,69,36,33,20,2,39,29,18,11,11,1
244,2006,244.2006,2006.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7.317808219,2,1.509589041,0,0,0,0,1,0.984381951,-0.176045946,3.97,6.1,23,1,3.273001272,2.139879086,2.51054501,2.260071388,1.278753601,-0.075720714,1.204119983,0.10720997,0.5132176,2.727541257,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,86,44.5,22.25,10.5,2.5,44,133,4,0,23,61,2,0,104,77,73,34,39,27,4,37,32,17,15,15,2
254,2006,254.2006,2006.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1.761643836,0,0,0,0,5,-0.866767091,0.498713154,5.54,7.1,27,1.176091259,3.542700969,2.255272505,2.51054501,2.257678575,1.505149978,0.06069784,1.698970004,0.404833717,0.534026106,2.539076099,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,57,31.5,18.5,9.25,4.5,26,102,2,0,13,43,1,0,56,46,72,36,36,10,2,23,28,16,12,5,1
259,2006,259.2006,2006.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.980821918,1,3.205479452,0,0,0,0,2,-0.962605866,0.270905788,6.75,6.2,22,1,3.517987203,1.86923172,2.416640507,2.378397901,1.255272505,-0.13667714,1.880813592,0.190331698,0.469822016,2.7355989,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,51,28.25,13.5,6.25,2,13,102,2,0,7,43,1,0,59,45,58,22,36,14,0,23,21,11,10,7,0
303,2006,303.2006,2006.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0.153424658,1,1,0,0,4,0.999843309,0.017701925,5.01,6.1,21,1.113943352,3.276231958,2.012837225,2.382017043,2.267171728,1.204119983,-0.124938737,1.612783857,0.173186268,0.650307523,2.710963119,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,77,50.75,25.5,13.25,4.75,18,149,4,0,9,67,2,0,113,84,54,22,32,29,4,40,22,11,11,14,2
307,2006,307.2006,2006.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.471232877,1,1.764383562,0,0,0,0,3,0.984381951,-0.176045946,5.45,6.2,25,1.113943352,3.240049772,2.344392274,2.50242712,2.204119983,1.361727836,-0.113509275,1.505149978,0.403120521,0.658011397,2.648360011,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,77,44.5,24.5,12.5,4.75,40,120,0,0,22,55,0,0,86,65,74,36,38,21,0,33,33,18,15,11,0
308,2006,308.2006,2006.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0.202739726,1,1,0,0,7,0.943984139,0.329990826,8.4,6.4,21,1.146128036,3.594613509,2.033423755,2.609594409,2.324282455,1.462397998,0.029383778,1.602059991,0.563481085,0.6599162,2.696356389,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,53,30.75,19,10.25,3.5,12,113,3,0,8,45,1,0,89,61,36,12,24,28,3,27,14,6,8,12,1
309,2006,309.2006,2006.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0.202739726,1,1,0,0,8,0.814180971,0.580611184,3.99,5.7,26,1.113943352,3.124504225,2.303196057,2.423245874,2.053078443,1.681241237,-0.096910013,1.146128036,0.598790507,0.387389826,2.8162413,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,63,39.5,20,9.75,4.75,20,113,3,1,12,49,1,1,82,55,52,20,32,27,3,27,21,10,11,13,2
317,2006,317.2006,2006.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.460273973,1,2.235616438,0,0,0,0,5,0.787714512,-0.616040459,5.09,6.5,24,1,3.478999132,2.243038049,2.465382851,2.056904851,1.462397998,0.008600172,1.579783597,0.257678575,0.481442629,2.653212514,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,71,41.25,22.5,10,4,22,135,5,0,12,57,2,0,84,67,75,40,35,17,3,31,30,20,10,9,1
319,2006,319.2006,2006.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1.169863014,0,0,0,0,1,-0.975629313,0.219425258,5.65,6.2,20,1.113943352,3.508664363,2.004321374,2.451786436,2.283301229,1.414973348,-0.091514981,1.707570176,0.290034611,0.544068044,2.644438589,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,76,45.25,22.5,11.5,5.5,45,125,0,0,25,51,0,0,98,91,72,24,48,7,0,44,28,12,16,4,0
331,2006,331.2006,2006.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.183561644,0,0,0,0,2,-0.022096619,-0.99975584,2.07,6,23,1.361727836,3.003891166,2.230448921,2.004321374,2.1430148,1.204119983,-0.292429824,1.462397998,-0.173925197,0.737192643,2.660865478,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,68,41.5,18.75,9.5,2.75,43,104,2,0,23,44,1,0,76,56,67,31,36,20,6,27,29,16,13,10,2
343,2006,343.2006,2006.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.235616438,0,0,0,0,2,0.555113302,-0.831774743,4.27,6,24,1.041392685,3.225050696,2.309630167,2.451786436,2.181843588,1.361727836,-0.180456064,1.505149978,0.127104798,0.540329475,2.722633923,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,65,40.25,22,10.75,3.75,31,116,0,2,15,49,0,1,57,42,85,40,45,15,7,21,35,20,15,7,2
346,2006,346.2006,2006.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.980821918,3,1.482191781,0,0,0,0,5,-0.525347639,0.850887689,6.15,6.2,22,1.113943352,3.410777233,2.220108088,2.557507202,2.334453751,1.414973348,-0.055517328,1.146128036,0.161368002,0.582063363,2.730782276,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,59,30.75,15,9,3,5,118,4,2,3,53,2,1,65,49,58,22,36,16,6,24,24,11,13,8,3
350,2006,350.2006,2006.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.460273973,1,2.235616438,0,0,0,0,2,0.066306858,0.997799279,5.03,5.9,24,1.113943352,3.359076226,2.324282455,2.552668216,1.986771734,1.806179974,-0.113509275,1.462397998,0.338456494,0.587710965,2.748962861,-1.23687502,73.3,-1.11,-1.34,-0.82,0.92,0.01,3.33,6.25,1.27,7.62,3.74,3.73,1.49,2.42,0.05,0.22,44.3,37.5,50.5,64.2,68.5,75.9,78,78.6,74.1,59.8,50.5,34.4,4.145,0.9025,21.6875,76.65,47.25,55.175,2.5875,59.69166667,84,48,22,9.5,2.25,38,142,5,0,19,63,2,0,105,76,76,39,37,29,4,36,32,19,13,14,2
205,2007,205.2007,2007.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13.67671233,0,9.394520548,0,0,0,0,3,-0.899879974,0.436137629,6.45,7,18,1,3.544564097,2.103803721,2.716837723,2.245512668,1.69019608,-0.070581074,1.748188027,0.445604203,0.514547753,2.785329835,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,69,39,22.5,9.5,3.75,29,114,5,0,17,50,2,0,92,69,53,23,30,23,3,36,22,12,10,10,1
206,2007,206.2007,2007.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.08219178,2,0.210958904,1,1,0,0,1,0.771061029,0.636761251,5.31,6.5,17,0.84509804,3.47070443,2.064457989,2.593286067,2.357934847,1.602059991,-0.187086643,1.716003344,0.26245109,0.64246452,2.661812686,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,102,58.5,30,11.5,4.25,57,155,7,0,30,69,3,0,138,94,74,37,37,44,7,49,30,17,13,20,3
208,2007,208.2007,2007.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13.67123288,1,2.520547945,0,0,0,0,5,-0.083989475,0.996466642,5.85,7.6,17,0.77815125,3.609380944,1.949390007,2.737192643,2.255272505,2.315970345,0.064457989,1.755874856,0.350248018,0.250420002,2.615950052,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,71,46.5,25.25,12.75,3.25,34,130,3,0,18,52,1,0,97,72,67,35,32,25,3,36,22,12,10,12,1
220,2007,220.2007,2007.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,13.64657534,2,0.246575342,1,1,0,0,4,-0.999020813,-0.044242678,5.18,7,15,0.77815125,3.498999364,2.164352856,2.63447727,2.049218023,1.544068044,-0.15490196,1.653212514,0.403120521,0.26245109,2.71432976,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,91,56.25,26.5,15,5.5,53,148,6,0,27,61,3,0,125,94,75,40,35,31,7,45,29,18,11,14,3
222,2007,222.2007,2007.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.05479452,1,1.205479452,0,0,0,0,2,-0.432177945,0.901788348,5.06,6.3,14,0.84509804,3.409933123,2.041392685,2.57054294,2.247973266,1.342422681,-0.142667504,1.612783857,0.292256071,0.544068044,2.716837723,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,102,63.25,30.25,15.75,4,70,152,6,0,36,64,2,0,152,118,70,35,35,34,6,56,27,16,11,17,2
226,2007,226.2007,2007.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11.30684932,1,1.230136986,0,0,0,0,4,-0.494898415,0.868950838,5.7,6,16,0.84509804,3.367542274,2.301029996,2.651278014,2.071882007,1.531478917,-0.075720714,1.568201724,0.28780173,0.725094521,2.737192643,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,90,52.25,26.5,13.75,6,32,162,8,0,17,70,3,0,126,90,70,39,31,36,6,43,30,20,10,15,2
238,2007,238.2007,2007.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.334246575,1,2.512328767,0,0,0,0,5,-0.903692205,-0.428182669,3.88,6.3,16,0.77815125,3.296445794,2.206825876,2.369215857,1.963787827,1.462397998,-0.173925197,1.380211242,0.181843588,0.492760389,2.710963119,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,98,64,39,17.5,4,75,129,4,2,37,58,2,1,123,103,82,44,38,20,5,52,33,21,12,10,3
244,2007,244.2007,2007.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8.309589041,1,2.501369863,0,0,0,0,1,0.984381951,-0.176045946,3.9,6.1,16,0.77815125,3.265525335,2.089905111,2.551449998,2.127104798,1.447158031,-0.13667714,1.204119983,0.10720997,0.571708832,2.748962861,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,96,49.75,29,9.75,3,72,139,4,0,33,61,2,0,126,98,84,45,39,28,5,45,35,20,15,14,2
254,2007,254.2007,2007.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2.77260274,0,0,0,0,5,-0.866767091,0.498713154,5.21,7.2,17,0.84509804,3.535547279,2.342422681,2.526339277,2.212187604,1.568201724,0.041392685,1.770852012,0.447158031,0.527629901,2.599883072,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,63,33.5,17.5,8.75,3.5,25,115,3,0,12,50,1,0,59,49,81,49,32,10,3,24,33,21,12,5,1
259,2007,259.2007,2007.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.010958904,1,4.235616438,0,0,0,0,2,-0.962605866,0.270905788,6.04,6.2,11,0.84509804,3.595936906,1.934498451,2.462397998,2.328379603,1.322219295,-0.148741651,1.892094603,0.195899652,0.40654018,2.790285164,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,60,32.25,15.75,7.25,2.5,23,110,2,0,13,46,1,0,75,61,60,24,36,14,0,30,23,11,12,7,0
303,2007,303.2007,2007.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1.161643836,0,0,0,0,4,0.999843309,0.017701925,4.6,6,11,0.84509804,3.290702243,2.021189299,2.399673721,2.190331698,1.278753601,-0.15490196,1.672097858,0.139879086,0.617000341,2.756636108,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,90,61.5,30.5,14,5,37,156,4,0,19,69,2,0,129,100,64,28,36,29,4,48,26,14,12,14,2
307,2007,307.2007,2007.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5.476712329,1,2.769863014,0,0,0,0,3,0.984381951,-0.176045946,4.18,6,12,0.77815125,3.23146959,2.340444115,2.545307116,2.004321374,1.531478917,-0.102372909,1.544068044,0.190331698,0.404833717,2.730782276,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,104,63,34,18,4.5,84,131,1,0,43,60,1,0,132,106,83,43,40,26,1,54,36,21,15,13,1
308,2007,308.2007,2007.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1.230136986,0,0,0,0,7,0.943984139,0.329990826,8.09,6.5,14,0.84509804,3.617000341,2.037426498,2.654176542,2.330413773,1.477121255,-0.022276395,1.653212514,0.42975228,0.641474111,2.680335513,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,58,36,21,10.5,3,16,119,3,0,8,49,1,0,90,69,45,20,25,21,3,29,19,10,9,9,1
309,2007,309.2007,2007.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1.208219178,0,0,0,0,8,0.814180971,0.580611184,3.91,5.6,15,0.77815125,3.1775365,2.334453751,2.519827994,2.017033339,1.72427587,-0.193820026,1.113943352,0.173186268,0.250420002,2.864511081,-1.053111116,71.8,0.9,0.47,-0.44,1.36,1.04,8.55,4.87,6.61,2.34,1.81,2.9,0.74,0.99,1.1,2.59,32.3,36.2,56.5,55,68.4,76,82.1,82.7,68.4,58.3,49.1,39.2,1.9475,1.51,24.0075,77.3,44.725,54.025,2.908333333,58.68333333,80,50.75,28.25,16,3.75,40,140,5,0,20,58,2,0,114,86,67,30,37,28,4,40,26,15,11,12,2
